7,1,7,
7,1,7,
6,,,
7,1,2,7
7,1,1,7
4,1,7,
7,1,7,
5,1,7,
7,2,7,
6,1,7,
6,1,7,
6,7,,
6,,,
7,1,2,7
6,1,7,
3,1,1,7
4,7,4,
7,1,2,7
7,,,
7,1,7,
7,,,
7,1,7,
7,,,
7,,,
7,1,7,
7,,,
7,,,
4,,,
7,,,
6,,,
5,,,
7,,,
5,1,7,
7,,,
7,1,7,
7,1,7,
7,,,
6,,,
7,1,7,
7,,,
