1,150
1.5,190
2,200
2.5,240
3,330
4,420
5,510
6,590
7,680
8,770
9,860
10,950
11,1040
12,1130
13,1220
14,1310
15,1400
16,1490
17,1580
18,1670
19,1760
20,1850
21,1940
22,2030
