3.99979,4.99974,4.99974,1.9999,0,0,0,1.9999,1.9999,1.9999,0,0,
7.99959,11.9994,0,2.99984,0.999948,0,0,0,14.9992,10.9994,2.99984,0,
0,0,0,0,3.99979,3.99979,0,0,0,12.9993,12.9993,4.99974,
1.9999,1.9999,0,6.99964,4.99974,0,24.9987,0,4.99974,2.99984,3.99979,0.999948,
0,0,0,4.99974,0,0,0,3.99979,0.999948,0,0,0,
0,0,1.9999,3.99979,10.9994,0,5.99969,8.99953,2.99984,1.9999,0,0,
0,1.9999,1.9999,3.99979,7.99959,9.99948,10.9994,11.9994,9.99948,3.99979,0,0,
0,0,1.9999,0,0,0,0,1.9999,0.999948,0,0,0,
