4
5
5
2
0
0
0
2
2
2
0
0
8
12
8
3
1
0
0
5
15
11
3
0
0
5
21
15
4
4
10
45
27
13
13
5
2
2
4
7
5
9
25
11
5
3
4
1
0
0
0
5
21
63
16
4
1
0
0
0
0
0
2
4
11
13
6
9
3
2
0
0
0
2
2
4
8
10
11
12
10
4
0
0
0
0
2
0
0
0
0
2
1
0
0
0
