9
9
9
8
0
0
20
21
22
22
22
22
9
-1
8
7
6
0
19
20
-1
22
27
27
9
8
-1
5
4
0
17
-1
-1
-1
-1
27
8
6
5
-1
3
0
-1
-1
23
26
27
27
6
5
4
-1
-1
-1
-1
15
16
25
27
27
13
13
13
-1
-1
-1
30
32
34
34
34
34
13
13
13
-1
13
-1
-1
-1
-1
34
34
34
13
13
13
13
13
30
31
32
34
34
34
34
