7.99882,6.9995,4.9962,1.98879,0,0,0,2.99874,1.99992,1.99964,0,0,
6.99982,11.9999,10.9997,2.99845,0.989597,0,0,4.99978,20.9999,11.9992,2.99869,0,
0,6.99982,40.9999,16.9991,6.99516,2.9922,13.9991,51.9998,30.9999,18.9999,17.9998,5.99865,
0.994397,2.99918,6.99989,8.99996,7.99934,17.9989,24.9997,19.9999,6.99978,5.9999,3.99993,1.99943,
0,0,0,7.99991,30.9999,94.9997,20.9998,7.99882,1.99304,0,0,0,
0,0,1.99983,7.99991,11.9999,16.9998,9.99967,8.99726,3.99941,0.998816,0,0,
0,0.998712,2.9999,7.99991,6.99787,8.9999,10.9999,11.9999,8.9999,2.99918,0,0,
0,0,0.999483,0,0,0,0,1.99994,0.999929,0,0,0,
