200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
200,0,15,200,0,15
